Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
future stars camp farmingdale,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
how to size a tennis racket for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
camp counselor jobs,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'jobs'
jjv soccer academy ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
how to get my kids off screens,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
how to stay afloat,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
how to coach soccer to 10 year olds,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
farmingdale sports camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
summer camp levittown ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
summer camp farmingdale,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
places to go in long island,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
how to become good at dribbling in football,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
club ace long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
soccer summer camps long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
soccer camp long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
summer baseball leagues long island,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
horseback riding riverhead ny,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
how to dribble in rematch,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
summer camp bronx ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
flag football league long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
chess camp westchester ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
playa long island,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
camp farmingdale,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
melville summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'melville'
summer camp suffolk county,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'suffolk'
summer camp nyc free,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
what size soccer ball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
summer jobs,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'jobs'
pool garden city,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'garden city'
what size soccer ball for a 4 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
westchester volleyball ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
volleyball camp long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
how to act anxious in a play,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
future stars baseball tournament,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
farmingdale camp,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
girls volleyball camps long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
things to do in long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
premier basketball ny,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
ny state parks long island,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
lego camp long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
future stars volleyball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
summer camp dix hills ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
long island parks,CM - Non Brand - PMax,--,Performance Max,None,0,9,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
ymca long island,CM - Non Brand - PMax,--,Performance Max,None,0,6,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
dorothy p flint 4 h camp sound avenue riverhead ny,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
ymca holtsville ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
old westbury camp,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'westbury'
summer camp commack,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'commack'
camp good times greenburgh ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
future stars southampton camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
long island soccer trainers,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
old westbury summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'westbury'
summer counselor jobs,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'jobs'
old westbury camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'westbury'
how to dribble basketball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
summer camp riverhead ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
jobs at summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'jobs'
long island swimming school,CM - Non Brand - PMax,--,Performance Max,None,0,4,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
garden city soccer,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'garden city'
goalkeeper training nyc,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
soccer ball size for 4 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
oasis day camp liu,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term: 'oasis day camp'
future stars softball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
long island express lacrosse,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
tennis camp long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
long island tennis camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
baseball camp westchester ny,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
camps r us,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term: 'camps r us'
soccer ball size age 12,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
soccer camps westchester ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
swim camp westchester ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
camp r us farmingdale,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
purchase future stars,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
long island club lacrosse teams,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
private swim lessons long island,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
swim clubs long island,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
what size tennis racket for 9 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
long island football,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
volleyball long island,CM - Non Brand - PMax,--,Performance Max,None,1,6,1.15,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
flag football suffolk county ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
how to choose tennis racket for kids,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
parques para niños en long island,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
future stars camp southampton,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
football camps in westchester ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
summer camp hamptons ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
hofstra summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term: 'hofstra summer camp'
camp w melville ny,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
long island horseback riding,CM - Non Brand - PMax,--,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
football summer camp nyc,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
best soccer ball size for 4 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
future stars game,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
camps hiring near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'hiring'
baseball how to hit better,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
water park in long island,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
future sports stars,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,2,0.05,0.00,ADD NEGATIVE,CAMPAIGN,No brand signal - not relevant for branded campaign
what size soccer ball for u9,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
5 year old soccer ball size,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
what size soccer ball to get,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
how to cut a softball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
hofstra summer camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term: 'hofstra summer camp'
water parks long island,CM - Non Brand - PMax,--,Performance Max,None,0,5,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
volleyball camp nyc,CM - Non Brand - PMax,--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
luhi summer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term: 'luhi summer camp'
future stars camp st joseph college,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
future stars farmingdale camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'farmingdale'
hockey camp ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
future stars basketball academy,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
dribble drills,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'drills'
future star,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
future stars tennis,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
kids fishing long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
long island adventure park,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
future star football academy,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
how to play lacrosse for beginners girls,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
creality print tutorial,CM - Non Brand - PMax,--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'tutorial'
future stars flag football camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Brand term in pMax - should go to branded campaign
acting classes for kids long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
sleepaway camp counselor jobs near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'sleepaway'
soccer ball size for 10 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
sunrise day camp long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
robotics camp long island,CM - pMax - Portland (MxConv),--,Performance Max,None,0,0,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'long island'
