Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
how to sail a sailboat,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'how to'
suffolk county camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
myway45,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Basketball Camp'
usa talent id camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Football Camps'
camp w long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'camp w'
teen camps long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
prospect performance farmingdale,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Softball Camps'
camps in westchester ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
luhi summer camp basketball,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'luhi summer camp'
arsenal camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
oasis camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,2.47,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'oasis camp'
pierce summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'pierce summer camp'
what size soccer ball for 10 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,0.64,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
soccer ball sizes,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
kenwal day camp prices,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'kenwal day camp'
tia white plains,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
camps in westchester,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,6,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
all stars camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
soccer ball size by age,CM - pMax - Portland (MxConv),--,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
scarsdale camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
esf camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
goal keeper camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,1,2,2.75,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
hoop lab roslyn mini,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Basketball Camp'
driftwood day camp melville ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'driftwood day camp'
pfa camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Football Camps'
camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
ballet camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Dance Camps'
dribbling drills basketball,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'drills'
pitching camp,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Baseball Camps'
camp forest hills,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
liu mega camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,8,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Football Camps'
what to do in melville ny,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: ' ny'
camps in white plains ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
weekly camps westchester,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
bbstars,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Basketball Camp'
camp palooza,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Basketball Camp'
camp loyaltown 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
ballet summer intensives,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Dance Camps'
summer kid programs near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
driftwood day camp tuition,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,2,6,5.87,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'driftwood day camp'
wesleyan red and black camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Football Camps'
air it out,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Football Camps'
summer ballet intensives near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Dance Camps'
affordable sleepaway camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'sleepaway'
what size soccer ball for 11 year old boy,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
luhi camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'luhi camp'
summer fun camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
what size soccer ball for a 7 year old,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
camp w melville,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'camp w'
u12 soccer ball size,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'ball size'
mitchell pehlke camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Lacrosse Camps'
camp ramapo for children,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
what size soccer ball for kids,CM - pMax - Portland (MxConv),--,Performance Max,None,1,2,0.52,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
recreation center near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
summer sports programs for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
barcelona camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
garden city baseball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,CAMPAIGN,NY/LI geography in Portland campaign: 'garden city'
fastbreak camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
dribbl camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Basketball Camp'
kenwal day camp schedule,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,ADD NEGATIVE,CAMPAIGN,Competitor term in nonbranded campaign: 'kenwal day camp'
camp horseability,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Horseback Riding'
what size soccer ball for middle school,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,ACCOUNT,Wrong intent signal: 'what size'
kid strong camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,7,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Soccer Camps'
camp tsr,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
smithtown camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Tennis Camps'
cli summer intensive,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,1,0.00,0.00,ADD NEGATIVE,AD GROUP,Off-theme for ad group 'Dance Camps'
the hub syosset,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,1,0.00,0.00,OK,,Competitor matched: 'the hub syosset'
future stars summer camps,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,16,44,20.32,0.00,OK,,Brand term matched: 'future stars'
mineola summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer day camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
flexwork sports camps 2026 schedule,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
pine bush summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
flag football clinic near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps new hyde park,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
freeport summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp saradac,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps long island nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp 3 year old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer schools for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
lynn university lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
girls inc summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horseback riding camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp westchester ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
riverside sports camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
rec camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
oasis day camp near me,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,0,3,0.00,0.00,OK,,Competitor matched: 'oasis'
camp future stars,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Exact match (close variant),None,2,4,6.26,0.00,OK,,Brand term matched: 'future stars'
st joseph's future stars camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,2,4,7.14,1.70,OK,,Brand term matched: 'future stars'
future stars summer camp old westbury,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,3,6,2.92,0.00,OK,,Brand term matched: 'future stars'
summer camp ossining ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
track camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,2,2.84,0.00,OK,,Appears relevant
summer camp music near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
north hempstead summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camp teenager,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp 12 year old boy,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
inexpensive summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
building camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
hills west basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
baseball summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,8,35,20.05,0.00,OK,,Appears relevant
volleyball camps in westchester ny,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
just for kids soccer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
theater summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,4,5.23,0.00,OK,,Appears relevant
summer club for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
lego camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,2.79,2.00,OK,,Appears relevant
badger day camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,,Appears relevant
summer basketball for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
sports camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
camps by me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
coop camp mamaroneck,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra summer camps,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,7,0.00,0.00,OK,,Competitor matched: 'hofstra'
hofstra university summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match (close variant),None,3,13,14.23,0.00,OK,,Competitor matched: 'hofstra'
future stars soccer camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,3,5,1.32,0.78,OK,,Brand term matched: 'future stars'
future stars cerca de mi,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,2,0.08,0.00,OK,,Brand term matched: 'future stars'
3d printing summer camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
kids camps summer 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,6,0.00,0.00,OK,,Appears relevant
gymnastic summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
basketball camp near me summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,2,2.66,0.00,OK,,Appears relevant
camp for 5 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
town of huntington summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hofstra summer soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
good soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
nyabc camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
